SurfaceIndex,Method,ExecutionTime,numberPoints
1573,Z-Buffer,0.0450313,435172
1573,Direct Method,27.6762,435172
1574,Compute Shader Z-Buffer,0.0005482,435172
1574,Z-Buffer,0.0441143,435172
1574,Direct Method,28.2762,435172
1575,Compute Shader Z-Buffer,0.0006461,435172
1575,Z-Buffer,0.044203,435172
1575,Direct Method,31.2175,435172
1576,Compute Shader Z-Buffer,0.0004125,435172
1576,Z-Buffer,0.0445537,435172
1576,Direct Method,32.0738,435172
1577,Compute Shader Z-Buffer,0.0004195,435172
1577,Z-Buffer,0.0452848,435172
1577,Direct Method,31.561,435172
1578,Compute Shader Z-Buffer,0.0005262,435172
1578,Z-Buffer,0.0437887,435172
1578,Direct Method,25.1175,435172
1579,Compute Shader Z-Buffer,0.0004246,435172
1579,Z-Buffer,0.0434018,435172
1579,Direct Method,24.8752,435172
1580,Compute Shader Z-Buffer,0.0004556,435172
1580,Z-Buffer,0.0449169,435172
1580,Direct Method,25.0777,435172
1581,Compute Shader Z-Buffer,0.0005144,435172
1581,Z-Buffer,0.0455872,435172
1581,Direct Method,26.87,435172
1582,Compute Shader Z-Buffer,0.0005998,435172
1582,Z-Buffer,0.0473803,435172
1582,Direct Method,29.6819,435172
1583,Compute Shader Z-Buffer,0.000435,435172
1583,Z-Buffer,0.0462838,435172
1583,Direct Method,32.6793,435172
1584,Compute Shader Z-Buffer,0.0004657,435172
1584,Z-Buffer,0.0441528,435172
1584,Direct Method,29.2998,435172
1585,Compute Shader Z-Buffer,0.0004084,435172
1585,Z-Buffer,0.0445692,435172
1585,Direct Method,30.3075,435172
1586,Compute Shader Z-Buffer,0.0004419,435172
1586,Z-Buffer,0.0465525,435172
1586,Direct Method,31.9959,435172
1587,Compute Shader Z-Buffer,0.0004825,435172
1587,Z-Buffer,0.0438058,435172
1587,Direct Method,31.8112,435172
1588,Compute Shader Z-Buffer,0.0006869,435172
1588,Z-Buffer,0.0432928,435172
1588,Direct Method,34.3007,435172
1589,Compute Shader Z-Buffer,0.0005372,435172
1589,Z-Buffer,0.0432986,435172
1589,Direct Method,30.7115,435172
1590,Compute Shader Z-Buffer,0.00059,435172
1590,Z-Buffer,0.0446701,435172
1590,Direct Method,28.8899,435172
1591,Compute Shader Z-Buffer,0.0006519,435172
1591,Z-Buffer,0.0457911,435172
1591,Direct Method,28.2071,435172
1592,Compute Shader Z-Buffer,0.0004238,435172
1592,Z-Buffer,0.0430645,435172
1592,Direct Method,29.1009,435172
1593,Compute Shader Z-Buffer,0.0005065,435172
1593,Z-Buffer,0.0434753,435172
1593,Direct Method,28.9701,435172
1594,Compute Shader Z-Buffer,0.0004413,435172
1594,Z-Buffer,0.0430799,435172
1594,Direct Method,31.65,435172
1595,Compute Shader Z-Buffer,0.0004824,435172
1595,Z-Buffer,0.0471654,435172
1595,Direct Method,29.0096,435172
1596,Compute Shader Z-Buffer,0.0005271,435172
1596,Z-Buffer,0.0438383,435172
1596,Direct Method,28.9324,435172
1597,Compute Shader Z-Buffer,0.0004135,435172
1597,Z-Buffer,0.0447297,435172
1597,Direct Method,29.5892,435172
1598,Compute Shader Z-Buffer,0.0005219,435172
1598,Z-Buffer,0.0460715,435172
1598,Direct Method,28.5987,435172
1599,Compute Shader Z-Buffer,0.0004136,435172
1599,Z-Buffer,0.0443211,435172
1599,Direct Method,29.5077,435172
1600,Compute Shader Z-Buffer,0.0005856,435172
1600,Z-Buffer,0.0435241,435172
1600,Direct Method,27.2641,435172
1601,Compute Shader Z-Buffer,0.0004202,435172
1601,Z-Buffer,0.0434905,435172
1601,Direct Method,28.5245,435172
1602,Compute Shader Z-Buffer,0.0005488,435172
1602,Z-Buffer,0.0462802,435172
1602,Direct Method,30.0472,435172
1603,Compute Shader Z-Buffer,0.0005622,435172
1603,Z-Buffer,0.0456928,435172
1603,Direct Method,27.6333,435172
1604,Compute Shader Z-Buffer,0.000549,435172
1604,Z-Buffer,0.0445612,435172
1604,Direct Method,28.1769,435172
1605,Compute Shader Z-Buffer,0.0005166,435172
1605,Z-Buffer,0.0446443,435172
1605,Direct Method,27.3392,435172
1606,Compute Shader Z-Buffer,0.0004502,435172
1606,Z-Buffer,0.043341,435172
1606,Direct Method,27.3182,435172
1607,Compute Shader Z-Buffer,0.000431,435172
1607,Z-Buffer,0.0461671,435172
1607,Direct Method,32.4576,435172
1608,Compute Shader Z-Buffer,0.0006871,435172
1608,Z-Buffer,0.0444187,435172
1608,Direct Method,29.8968,435172
1609,Compute Shader Z-Buffer,0.0004166,435172
1609,Z-Buffer,0.0447926,435172
1609,Direct Method,32.5563,435172
1610,Compute Shader Z-Buffer,0.0004257,435172
1610,Z-Buffer,0.0466248,435172
1610,Direct Method,31.4818,435172
1611,Compute Shader Z-Buffer,0.0005263,435172
1611,Z-Buffer,0.0452144,435172
1611,Direct Method,26.5411,435172
1612,Compute Shader Z-Buffer,0.0004835,435172
1612,Z-Buffer,0.0435465,435172
1612,Direct Method,31.1142,435172
1613,Compute Shader Z-Buffer,0.0005799,435172
1613,Z-Buffer,0.0448319,435172
1613,Direct Method,26.7189,435172
1614,Compute Shader Z-Buffer,0.0004174,435172
1614,Z-Buffer,0.0446423,435172
1614,Direct Method,26.6703,435172
1615,Compute Shader Z-Buffer,0.0004473,435172
1615,Z-Buffer,0.0434881,435172
1615,Direct Method,27.0404,435172
1616,Compute Shader Z-Buffer,0.0004499,435172
1616,Z-Buffer,0.0478127,435172
1616,Direct Method,28.6968,435172
1617,Compute Shader Z-Buffer,0.0005183,435172
1617,Z-Buffer,0.0439378,435172
1617,Direct Method,31.5692,435172
1618,Compute Shader Z-Buffer,0.0005557,435172
1618,Z-Buffer,0.043842,435172
1618,Direct Method,29.6085,435172
1619,Compute Shader Z-Buffer,0.0004858,435172
1619,Z-Buffer,0.042456,435172
1619,Direct Method,27.8819,435172
1620,Compute Shader Z-Buffer,0.0004614,435172
1620,Z-Buffer,0.0445205,435172
1620,Direct Method,30.2825,435172
1621,Compute Shader Z-Buffer,0.0006192,435172
1621,Z-Buffer,0.0443189,435172
1621,Direct Method,29.9436,435172
1622,Compute Shader Z-Buffer,0.0005567,435172
1622,Z-Buffer,0.0428463,435172
1622,Direct Method,26.7864,435172
1623,Compute Shader Z-Buffer,0.0004331,435172
1623,Z-Buffer,0.0446381,435172
1623,Direct Method,30.2376,435172
1624,Compute Shader Z-Buffer,0.0005968,435172
1624,Z-Buffer,0.045766,435172
1624,Direct Method,30.4082,435172
1625,Compute Shader Z-Buffer,0.0005006,435172
1625,Z-Buffer,0.0435348,435172
1625,Direct Method,29.1114,435172
1626,Compute Shader Z-Buffer,0.0004051,435172
1626,Z-Buffer,0.0448828,435172
1626,Direct Method,27.833,435172
1627,Compute Shader Z-Buffer,0.0005222,435172
1627,Z-Buffer,0.0432231,435172
1627,Direct Method,29.7257,435172
1628,Compute Shader Z-Buffer,0.0006148,435172
1628,Z-Buffer,0.0430298,435172
1628,Direct Method,32.7913,435172
1629,Compute Shader Z-Buffer,0.0005156,435172
1629,Z-Buffer,0.0428517,435172
1629,Direct Method,29.4614,435172
1630,Compute Shader Z-Buffer,0.0006832,435172
1630,Z-Buffer,0.0447933,435172
1630,Direct Method,27.1706,435172
1631,Compute Shader Z-Buffer,0.0004317,435172
1631,Z-Buffer,0.0443772,435172
1631,Direct Method,26.3044,435172
1632,Compute Shader Z-Buffer,0.0005619,435172
1632,Z-Buffer,0.0457343,435172
1632,Direct Method,29.9241,435172
1633,Compute Shader Z-Buffer,0.0004262,435172
1633,Z-Buffer,0.0464834,435172
1633,Direct Method,30.2763,435172
1634,Compute Shader Z-Buffer,0.0004657,435172
1634,Z-Buffer,0.0439967,435172
1634,Direct Method,28.6826,435172
1635,Compute Shader Z-Buffer,0.0005948,435172
1635,Z-Buffer,0.0451801,435172
1635,Direct Method,29.81,435172
1636,Compute Shader Z-Buffer,0.0005367,435172
1636,Z-Buffer,0.0492801,435172
1636,Direct Method,27.2252,435172
1637,Compute Shader Z-Buffer,0.0005224,435172
1637,Z-Buffer,0.0438837,435172
1637,Direct Method,29.3445,435172
1638,Compute Shader Z-Buffer,0.0004531,435172
1638,Z-Buffer,0.0432538,435172
1638,Direct Method,30.2112,435172
1639,Compute Shader Z-Buffer,0.0004793,435172
1639,Z-Buffer,0.0440587,435172
1639,Direct Method,30.6965,435172
1640,Compute Shader Z-Buffer,0.0004172,435172
1640,Z-Buffer,0.0452388,435172
1640,Direct Method,29.183,435172
1641,Compute Shader Z-Buffer,0.0005947,435172
1641,Z-Buffer,0.0482647,435172
1641,Direct Method,29.4202,435172
1642,Compute Shader Z-Buffer,0.000477,435172
1642,Z-Buffer,0.0463795,435172
1642,Direct Method,26.0038,435172
1643,Compute Shader Z-Buffer,0.0004336,435172
1643,Z-Buffer,0.0446138,435172
1643,Direct Method,29.6768,435172
1644,Compute Shader Z-Buffer,0.0005156,435172
1644,Z-Buffer,0.0471667,435172
1644,Direct Method,30.9188,435172
1645,Compute Shader Z-Buffer,0.000716,435172
1645,Z-Buffer,0.0432244,435172
1645,Direct Method,29.8383,435172
1646,Compute Shader Z-Buffer,0.0004743,435172
1646,Z-Buffer,0.0430791,435172
1646,Direct Method,29.4203,435172
1647,Compute Shader Z-Buffer,0.0004302,435172
1647,Z-Buffer,0.0463278,435172
1647,Direct Method,28.7607,435172
1648,Compute Shader Z-Buffer,0.0005071,435172
1648,Z-Buffer,0.0432974,435172
1648,Direct Method,26.6938,435172
1649,Compute Shader Z-Buffer,0.0005241,435172
1649,Z-Buffer,0.0447925,435172
1649,Direct Method,26.9738,435172
1650,Compute Shader Z-Buffer,0.0005112,435172
1650,Z-Buffer,0.0435517,435172
1650,Direct Method,26.0723,435172
1651,Compute Shader Z-Buffer,0.0004145,435172
1651,Z-Buffer,0.0464784,435172
1651,Direct Method,31.7372,435172
1652,Compute Shader Z-Buffer,0.0004409,435172
1652,Z-Buffer,0.0438003,435172
1652,Direct Method,30.6365,435172
1653,Compute Shader Z-Buffer,0.0004602,435172
1653,Z-Buffer,0.0472067,435172
1653,Direct Method,27.3845,435172
1654,Compute Shader Z-Buffer,0.0004546,435172
1654,Z-Buffer,0.0426517,435172
1654,Direct Method,27.1215,435172
1655,Compute Shader Z-Buffer,0.0004587,435172
1655,Z-Buffer,0.0448513,435172
1655,Direct Method,27.3028,435172
1656,Compute Shader Z-Buffer,0.0005756,435172
1656,Z-Buffer,0.0442008,435172
1656,Direct Method,29.6758,435172
1657,Compute Shader Z-Buffer,0.0004436,435172
1657,Z-Buffer,0.0445987,435172
1657,Direct Method,29.3338,435172
1658,Compute Shader Z-Buffer,0.0005463,435172
1658,Z-Buffer,0.0446003,435172
1658,Direct Method,31.2973,435172
1659,Compute Shader Z-Buffer,0.0004518,435172
1659,Z-Buffer,0.0432934,435172
1659,Direct Method,30.9557,435172
1660,Compute Shader Z-Buffer,0.000559,435172
1660,Z-Buffer,0.0435732,435172
1660,Direct Method,30.1288,435172
1661,Compute Shader Z-Buffer,0.0006235,435172
1661,Z-Buffer,0.0434275,435172
1661,Direct Method,27.3394,435172
1662,Compute Shader Z-Buffer,0.000411,435172
1662,Z-Buffer,0.0442389,435172
1662,Direct Method,29.0737,435172
1663,Compute Shader Z-Buffer,0.0004167,435172
1663,Z-Buffer,0.0447103,435172
1663,Direct Method,26.8957,435172
1664,Compute Shader Z-Buffer,0.0004072,435172
1664,Z-Buffer,0.0463662,435172
1664,Direct Method,30.1336,435172
1665,Compute Shader Z-Buffer,0.0004285,435172
1665,Z-Buffer,0.045366,435172
1665,Direct Method,29.2034,435172
1666,Compute Shader Z-Buffer,0.000515,435172
1666,Z-Buffer,0.0432193,435172
1666,Direct Method,29.3668,435172
1667,Compute Shader Z-Buffer,0.0004963,435172
1667,Z-Buffer,0.044554,435172
1667,Direct Method,29.4717,435172
1668,Compute Shader Z-Buffer,0.0004841,435172
1668,Z-Buffer,0.0446834,435172
1668,Direct Method,27.5257,435172
1669,Compute Shader Z-Buffer,0.0005911,435172
1669,Z-Buffer,0.045351,435172
1669,Direct Method,31.0348,435172
1670,Compute Shader Z-Buffer,0.0004444,435172
1670,Z-Buffer,0.0441815,435172
1670,Direct Method,29.0523,435172
1671,Compute Shader Z-Buffer,0.0005501,435172
1671,Z-Buffer,0.0446211,435172
1671,Direct Method,30.4008,435172
1672,Compute Shader Z-Buffer,0.0005184,435172
1672,Z-Buffer,0.046563,435172
1672,Direct Method,32.2581,435172
1673,Compute Shader Z-Buffer,0.0004912,435172
1673,Z-Buffer,0.0442343,435172
1673,Direct Method,30.0053,435172
1674,Compute Shader Z-Buffer,0.0004475,435172
1674,Z-Buffer,0.0432739,435172
1674,Direct Method,25.885,435172
1675,Compute Shader Z-Buffer,0.000604,435172
1675,Z-Buffer,0.0488242,435172
1675,Direct Method,31.6607,435172
1676,Compute Shader Z-Buffer,0.0004211,435172
1676,Z-Buffer,0.0443712,435172
1676,Direct Method,29.0307,435172
1677,Compute Shader Z-Buffer,0.0005085,435172
1677,Z-Buffer,0.0448513,435172
1677,Direct Method,26.2389,435172
1678,Compute Shader Z-Buffer,0.0004081,435172
1678,Z-Buffer,0.0446397,435172
1678,Direct Method,30.4455,435172
1679,Compute Shader Z-Buffer,0.0004739,435172
1679,Z-Buffer,0.0460635,435172
1679,Direct Method,30.0792,435172
1680,Compute Shader Z-Buffer,0.0004005,435172
1680,Z-Buffer,0.0440551,435172
1680,Direct Method,28.7976,435172
1681,Compute Shader Z-Buffer,0.0005278,435172
1681,Z-Buffer,0.0445279,435172
1681,Direct Method,30.424,435172
1682,Compute Shader Z-Buffer,0.0004343,435172
1682,Z-Buffer,0.0452458,435172
1682,Direct Method,31.671,435172
1683,Compute Shader Z-Buffer,0.0005119,435172
1683,Z-Buffer,0.0471871,435172
1683,Direct Method,27.6487,435172
1684,Compute Shader Z-Buffer,0.0005292,435172
1684,Z-Buffer,0.0440647,435172
1684,Direct Method,29.1535,435172
1685,Compute Shader Z-Buffer,0.0004569,435172
1685,Z-Buffer,0.0440376,435172
1685,Direct Method,28.7238,435172
1686,Compute Shader Z-Buffer,0.0004258,435172
1686,Z-Buffer,0.0467972,435172
1686,Direct Method,30.0988,435172
1687,Compute Shader Z-Buffer,0.0005282,435172
1687,Z-Buffer,0.0456959,435172
1687,Direct Method,29.6577,435172
1688,Compute Shader Z-Buffer,0.0004268,435172
1688,Z-Buffer,0.0433095,435172
1688,Direct Method,28.7523,435172
1689,Compute Shader Z-Buffer,0.0005925,435172
1689,Z-Buffer,0.0453061,435172
1689,Direct Method,32.4178,435172
1690,Compute Shader Z-Buffer,0.0004364,435172
1690,Z-Buffer,0.0450397,435172
1690,Direct Method,31.4523,435172
1691,Compute Shader Z-Buffer,0.0004181,435172
1691,Z-Buffer,0.0441072,435172
1691,Direct Method,30.793,435172
1692,Compute Shader Z-Buffer,0.0004419,435172
1692,Z-Buffer,0.0447876,435172
1692,Direct Method,32.2991,435172
1693,Compute Shader Z-Buffer,0.0004214,435172
1693,Z-Buffer,0.0432438,435172
1693,Direct Method,29.1592,435172
1694,Compute Shader Z-Buffer,0.0004252,435172
1694,Z-Buffer,0.0433867,435172
1694,Direct Method,28.4675,435172
1695,Compute Shader Z-Buffer,0.000415,435172
1695,Z-Buffer,0.0471376,435172
1695,Direct Method,29.053,435172
1696,Compute Shader Z-Buffer,0.0005021,435172
1696,Z-Buffer,0.0443508,435172
1696,Direct Method,28.8471,435172
1697,Compute Shader Z-Buffer,0.000475,435172
1697,Z-Buffer,0.0455891,435172
1697,Direct Method,29.6063,435172
1698,Compute Shader Z-Buffer,0.0005648,435172
1698,Z-Buffer,0.0447597,435172
1698,Direct Method,30.1866,435172
1699,Compute Shader Z-Buffer,0.0004314,435172
1699,Z-Buffer,0.0466547,435172
1699,Direct Method,26.2202,435172
1700,Compute Shader Z-Buffer,0.000465,435172
1700,Z-Buffer,0.0436177,435172
1700,Direct Method,29.2315,435172
1701,Compute Shader Z-Buffer,0.0004805,435172
1701,Z-Buffer,0.0469389,435172
1701,Direct Method,28.9585,435172
1702,Compute Shader Z-Buffer,0.0005459,435172
1702,Z-Buffer,0.0430802,435172
1702,Direct Method,31.6829,435172
1703,Compute Shader Z-Buffer,0.0005171,435172
1703,Z-Buffer,0.047036,435172
1703,Direct Method,28.8569,435172
1704,Compute Shader Z-Buffer,0.0004284,435172
1704,Z-Buffer,0.0458216,435172
1704,Direct Method,30.995,435172
1705,Compute Shader Z-Buffer,0.0004494,435172
1705,Z-Buffer,0.0434495,435172
1705,Direct Method,28.9756,435172
1706,Compute Shader Z-Buffer,0.0005704,435172
1706,Z-Buffer,0.0445045,435172
1706,Direct Method,28.7392,435172
1707,Compute Shader Z-Buffer,0.0004309,435172
1707,Z-Buffer,0.045111,435172
1707,Direct Method,28.7581,435172
1708,Compute Shader Z-Buffer,0.0005769,435172
1708,Z-Buffer,0.0446702,435172
1708,Direct Method,28.4306,435172
1709,Compute Shader Z-Buffer,0.0004218,435172
1709,Z-Buffer,0.0475667,435172
1709,Direct Method,28.3965,435172
1710,Compute Shader Z-Buffer,0.0007098,435172
1710,Z-Buffer,0.0463042,435172
1710,Direct Method,30.3319,435172
1711,Compute Shader Z-Buffer,0.0007029,435172
1711,Z-Buffer,0.043109,435172
1711,Direct Method,28.8898,435172
1712,Compute Shader Z-Buffer,0.0004244,435172
1712,Z-Buffer,0.0451022,435172
1712,Direct Method,29.1574,435172
1713,Compute Shader Z-Buffer,0.0004418,435172
1713,Z-Buffer,0.0430157,435172
1713,Direct Method,29.9962,435172
1714,Compute Shader Z-Buffer,0.0005618,435172
1714,Z-Buffer,0.0433356,435172
1714,Direct Method,29.0514,435172
1715,Compute Shader Z-Buffer,0.0004765,435172
1715,Z-Buffer,0.0434477,435172
1715,Direct Method,27.618,435172
1716,Compute Shader Z-Buffer,0.0005821,435172
1716,Z-Buffer,0.0433958,435172
1716,Direct Method,27.1697,435172
1717,Compute Shader Z-Buffer,0.0004333,435172
1717,Z-Buffer,0.0459898,435172
1717,Direct Method,34.0119,435172
1718,Compute Shader Z-Buffer,0.0004336,435172
1718,Z-Buffer,0.0448558,435172
1718,Direct Method,31.9353,435172
1719,Compute Shader Z-Buffer,0.000419,435172
1719,Z-Buffer,0.0431354,435172
1719,Direct Method,33.6783,435172
1720,Compute Shader Z-Buffer,0.00051,435172
1720,Z-Buffer,0.0463624,435172
1720,Direct Method,34.2063,435172
1721,Compute Shader Z-Buffer,0.0005895,435172
1721,Z-Buffer,0.0450232,435172
1721,Direct Method,30.8294,435172
1722,Compute Shader Z-Buffer,0.0005594,435172
1722,Z-Buffer,0.0434623,435172
1722,Direct Method,30.4132,435172
1723,Compute Shader Z-Buffer,0.0004197,435172
1723,Z-Buffer,0.0430333,435172
1723,Direct Method,33.2893,435172
1724,Compute Shader Z-Buffer,0.0004619,435172
1724,Z-Buffer,0.0454647,435172
1724,Direct Method,28.9238,435172
1725,Compute Shader Z-Buffer,0.0005022,435172
1725,Z-Buffer,0.0435947,435172
1725,Direct Method,33.0396,435172
1726,Compute Shader Z-Buffer,0.000631,435172
1726,Z-Buffer,0.0453096,435172
1726,Direct Method,30.6605,435172
1727,Compute Shader Z-Buffer,0.0005619,435172
1727,Z-Buffer,0.0432885,435172
1727,Direct Method,32.8713,435172
1728,Compute Shader Z-Buffer,0.000441,435172
1728,Z-Buffer,0.0457864,435172
1728,Direct Method,33.167,435172
1729,Compute Shader Z-Buffer,0.0004958,435172
1729,Z-Buffer,0.0444878,435172
1729,Direct Method,29.4109,435172
1730,Compute Shader Z-Buffer,0.0004628,435172
1730,Z-Buffer,0.0458885,435172
1730,Direct Method,29.4594,435172
1731,Compute Shader Z-Buffer,0.0004065,435172
1731,Z-Buffer,0.0438502,435172
1731,Direct Method,31.3509,435172
1732,Compute Shader Z-Buffer,0.0004868,435172
1732,Z-Buffer,0.0438921,435172
1732,Direct Method,27.7181,435172
1733,Compute Shader Z-Buffer,0.0005631,435172
1733,Z-Buffer,0.0448506,435172
1733,Direct Method,30.8726,435172
1734,Compute Shader Z-Buffer,0.0004428,435172
1734,Z-Buffer,0.0440508,435172
1734,Direct Method,32.8525,435172
1735,Compute Shader Z-Buffer,0.0004485,435172
1735,Z-Buffer,0.0445439,435172
1735,Direct Method,30.2179,435172
1736,Compute Shader Z-Buffer,0.0005003,435172
1736,Z-Buffer,0.0450124,435172
1736,Direct Method,32.7666,435172
1737,Compute Shader Z-Buffer,0.0004401,435172
1737,Z-Buffer,0.0448434,435172
1737,Direct Method,29.1549,435172
1738,Compute Shader Z-Buffer,0.0006242,435172
1738,Z-Buffer,0.0481515,435172
1738,Direct Method,30.6473,435172
1739,Compute Shader Z-Buffer,0.000396,435172
1739,Z-Buffer,0.0469835,435172
1739,Direct Method,29.9222,435172
1740,Compute Shader Z-Buffer,0.0004145,435172
1740,Z-Buffer,0.0428496,435172
1740,Direct Method,30.8686,435172
1741,Compute Shader Z-Buffer,0.0004408,435172
1741,Z-Buffer,0.0434132,435172
1741,Direct Method,29.6735,435172
1742,Compute Shader Z-Buffer,0.0004267,435172
1742,Z-Buffer,0.0459831,435172
1742,Direct Method,28.3747,435172
1743,Compute Shader Z-Buffer,0.0005197,435172
1743,Z-Buffer,0.046127,435172
1743,Direct Method,27.9356,435172
1744,Compute Shader Z-Buffer,0.0004266,435172
1744,Z-Buffer,0.0432364,435172
1744,Direct Method,29.7514,435172
1745,Compute Shader Z-Buffer,0.0005003,435172
1745,Z-Buffer,0.043678,435172
1745,Direct Method,28.2844,435172
1746,Compute Shader Z-Buffer,0.0004273,435172
1746,Z-Buffer,0.0428527,435172
1746,Direct Method,28.9688,435172
1747,Compute Shader Z-Buffer,0.0005014,435172
1747,Z-Buffer,0.0518527,435172
1747,Direct Method,29.4448,435172
1748,Compute Shader Z-Buffer,0.0005133,435172
1748,Z-Buffer,0.0431353,435172
1748,Direct Method,29.059,435172
1749,Compute Shader Z-Buffer,0.0004872,435172
1749,Z-Buffer,0.044481,435172
1749,Direct Method,29.2779,435172
1750,Compute Shader Z-Buffer,0.0005076,435172
1750,Z-Buffer,0.0430772,435172
1750,Direct Method,29.1122,435172
1751,Compute Shader Z-Buffer,0.0004738,435172
1751,Z-Buffer,0.0433151,435172
1751,Direct Method,28.6115,435172
1752,Compute Shader Z-Buffer,0.0004899,435172
1752,Z-Buffer,0.0500377,435172
1752,Direct Method,28.3935,435172
1753,Compute Shader Z-Buffer,0.0004911,435172
1753,Z-Buffer,0.0447425,435172
1753,Direct Method,31.0514,435172
1754,Compute Shader Z-Buffer,0.000437,435172
1754,Z-Buffer,0.0448556,435172
1754,Direct Method,29.5159,435172
1755,Compute Shader Z-Buffer,0.0005896,435172
1755,Z-Buffer,0.0449382,435172
1755,Direct Method,29.3772,435172
1756,Compute Shader Z-Buffer,0.0006893,435172
1756,Z-Buffer,0.0444596,435172
1756,Direct Method,31.4528,435172
1757,Compute Shader Z-Buffer,0.0005284,435172
